product_id,sku,product_name,category,sub_category,brand,brand_tier,cost_price,selling_price,margin_pct,shelf_life_days,storage_type,promotion_sensitivity,price_elasticity,seasonality
P00189,SKU000189,DailyMart Trail Mix,Snacks,Trail Mix,DailyMart,Mid,2.28,3.09,0.36,104,Ambient,0.64,-1.5,All
P00190,SKU000190,DailyMart Cold Brew,Coffee,Cold Brew,DailyMart,Mid,6.98,9.62,0.38,119,Refrigerated,0.2,-0.8,Summer
P00191,SKU000191,UrbanSelect Croissant,Bakery,Croissant,UrbanSelect,Mid,4.5,6.26,0.39,345,Refrigerated,0.75,-1.3,All
P00192,SKU000192,UrbanSelect Muffin,Bakery,Muffin,UrbanSelect,Mid,1.03,1.49,0.44,294,Frozen,0.15,-1.3,All
P00193,SKU000193,QuickChoice Donut,Bakery,Donut,QuickChoice,Mid,1.75,2.44,0.39,54,Ambient,0.94,-1.3,All
P00194,SKU000194,QuickChoice Trail Mix,Snacks,Trail Mix,QuickChoice,Mid,5.87,7.87,0.34,134,Refrigerated,0.57,-1.5,All
P00195,SKU000195,EasyBuy Milk,Dairy,Milk,EasyBuy,Value,4.44,5.58,0.26,314,Refrigerated,0.27,-0.5,All
P00196,SKU000196,QuickChoice Shampoo,Personal Care,Shampoo,QuickChoice,Mid,6.54,9.04,0.38,175,Ambient,0.96,-0.3,All
P00197,SKU000197,ValuePlus Yogurt,Dairy,Yogurt,ValuePlus,Value,4.95,6.28,0.27,273,Ambient,0.47,-0.5,All
P00198,SKU000198,QuickChoice Shampoo,Personal Care,Shampoo,QuickChoice,Mid,2.42,3.26,0.35,154,Refrigerated,0.48,-0.3,All
P00199,SKU000199,ValuePlus Soap,Household,Soap,ValuePlus,Value,3.89,4.82,0.24,177,Ambient,0.88,-0.2,All
P00200,SKU000200,QuickChoice Juice,Beverages,Juice,QuickChoice,Mid,0.68,0.95,0.4,162,Ambient,0.33,-1.2,All
P00201,SKU000201,NatureGold Soap,Household,Soap,NatureGold,Premium,4.98,8.06,0.62,44,Ambient,0.75,-0.2,All
P00202,SKU000202,ValuePlus Juice,Beverages,Juice,ValuePlus,Value,1.28,1.61,0.26,44,Frozen,0.8,-1.2,All
P00203,SKU000203,UrbanSelect Bars,Candy,Bars,UrbanSelect,Mid,3.51,4.76,0.36,72,Ambient,0.16,-1.6,All
P00204,SKU000204,FreshPeak Energy Drink,Beverages,Energy Drink,FreshPeak,Premium,1.02,1.64,0.61,266,Refrigerated,0.69,-1.2,All
P00205,SKU000205,UrbanSelect Frozen Pizza,Frozen,Frozen Pizza,UrbanSelect,Mid,1.93,2.52,0.31,174,Ambient,0.6,-0.7,All
P00206,SKU000206,QuickChoice Latte,Coffee,Latte,QuickChoice,Mid,4.72,6.81,0.44,335,Ambient,0.78,-0.8,All
P00207,SKU000207,QuickChoice Yogurt,Dairy,Yogurt,QuickChoice,Mid,3.88,5.48,0.41,147,Ambient,0.98,-0.5,All
P00208,SKU000208,UrbanSelect Trail Mix,Snacks,Trail Mix,UrbanSelect,Mid,3.49,4.62,0.32,7,Refrigerated,0.79,-1.5,All
P00209,SKU000209,QuickChoice Soda,Beverages,Soda,QuickChoice,Mid,2.43,3.45,0.42,290,Ambient,0.84,-1.2,All
P00210,SKU000210,ValuePlus Frozen Pizza,Frozen,Frozen Pizza,ValuePlus,Value,1.38,1.63,0.18,239,Ambient,0.18,-0.7,All
P00211,SKU000211,UrbanSelect Tissue,Household,Tissue,UrbanSelect,Mid,3.48,4.76,0.37,198,Refrigerated,0.25,-0.2,All
P00212,SKU000212,DailyMart Ice Cream,Frozen,Ice Cream,DailyMart,Mid,3.43,4.72,0.38,51,Ambient,0.84,-0.7,Summer
P00213,SKU000213,ValuePlus Popcorn,Snacks,Popcorn,ValuePlus,Value,5.91,6.92,0.17,9,Ambient,0.17,-1.5,All
P00214,SKU000214,UrbanBrew Muffin,Bakery,Muffin,UrbanBrew,Premium,2.18,3.68,0.69,258,Frozen,0.62,-1.3,All
P00215,SKU000215,ValuePlus Ice Cream,Frozen,Ice Cream,ValuePlus,Value,1.54,1.98,0.28,240,Ambient,0.55,-0.7,Summer
P00216,SKU000216,FreshPeak Soap,Household,Soap,FreshPeak,Premium,1.41,2.21,0.57,27,Ambient,0.17,-0.2,All
P00217,SKU000217,UrbanSelect Gummies,Candy,Gummies,UrbanSelect,Mid,5.31,7.08,0.33,256,Ambient,0.43,-1.6,All
P00218,SKU000218,ValuePlus Chips,Snacks,Chips,ValuePlus,Value,2.09,2.56,0.22,180,Ambient,0.73,-1.5,All
P00219,SKU000219,UrbanSelect Tissue,Household,Tissue,UrbanSelect,Mid,1.06,1.5,0.42,265,Ambient,0.16,-0.2,All
P00220,SKU000220,StoreBasics Bars,Candy,Bars,StoreBasics,Value,2.24,2.65,0.18,223,Ambient,0.57,-1.6,All
P00221,SKU000221,NatureGold Yogurt,Dairy,Yogurt,NatureGold,Premium,3.87,5.8,0.5,9,Ambient,0.53,-0.5,All
P00222,SKU000222,DailyMart Milk,Dairy,Milk,DailyMart,Mid,0.58,0.79,0.36,221,Ambient,0.81,-0.5,All
P00223,SKU000223,UrbanSelect Croissant,Bakery,Croissant,UrbanSelect,Mid,5.14,6.93,0.35,244,Ambient,0.28,-1.3,All
P00224,SKU000224,FreshPeak Donut,Bakery,Donut,FreshPeak,Premium,1.32,2.09,0.59,193,Ambient,0.34,-1.3,All
P00225,SKU000225,UrbanBrew Croissant,Bakery,Croissant,UrbanBrew,Premium,2.94,4.8,0.63,234,Refrigerated,0.65,-1.3,All
P00226,SKU000226,StoreBasics Frozen Pizza,Frozen,Frozen Pizza,StoreBasics,Value,1.5,1.75,0.17,122,Ambient,0.72,-0.7,All
P00227,SKU000227,StoreBasics Water,Beverages,Water,StoreBasics,Value,6.69,8.19,0.22,266,Refrigerated,0.67,-1.2,All
P00228,SKU000228,DailyMart Energy Drink,Beverages,Energy Drink,DailyMart,Mid,1.63,2.3,0.41,89,Ambient,0.14,-1.2,All
P00229,SKU000229,StoreBasics Tissue,Household,Tissue,StoreBasics,Value,6.52,7.6,0.17,19,Frozen,0.76,-0.2,All
P00230,SKU000230,EasyBuy Mint,Candy,Mint,EasyBuy,Value,5.46,6.43,0.18,263,Ambient,0.85,-1.6,All
P00231,SKU000231,UrbanSelect Shampoo,Personal Care,Shampoo,UrbanSelect,Mid,1.12,1.62,0.45,225,Refrigerated,0.31,-0.3,All
P00232,SKU000232,UrbanSelect Soap,Household,Soap,UrbanSelect,Mid,1.41,1.96,0.39,80,Ambient,0.96,-0.2,All
P00233,SKU000233,ValuePlus Yogurt,Dairy,Yogurt,ValuePlus,Value,6.49,7.75,0.19,260,Ambient,0.62,-0.5,All
P00234,SKU000234,FreshPeak Latte,Coffee,Latte,FreshPeak,Premium,7.46,11.24,0.51,155,Ambient,0.6,-0.8,All
P00235,SKU000235,ValuePlus Soap,Household,Soap,ValuePlus,Value,7.46,9.34,0.25,176,Ambient,0.99,-0.2,All
P00236,SKU000236,StoreBasics Milk,Dairy,Milk,StoreBasics,Value,4.58,5.7,0.25,151,Frozen,0.77,-0.5,All
P00237,SKU000237,UrbanSelect Milk,Dairy,Milk,UrbanSelect,Mid,2.9,4.1,0.41,347,Frozen,0.14,-0.5,All
P00238,SKU000238,NatureGold Cold Brew,Coffee,Cold Brew,NatureGold,Premium,1.19,2.01,0.69,90,Ambient,0.47,-0.8,Summer
P00239,SKU000239,EasyBuy Donut,Bakery,Donut,EasyBuy,Value,2.73,3.37,0.23,32,Refrigerated,0.67,-1.3,All
P00240,SKU000240,UrbanBrew Muffin,Bakery,Muffin,UrbanBrew,Premium,0.57,0.86,0.51,263,Refrigerated,0.35,-1.3,All
P00241,SKU000241,ValuePlus Trail Mix,Snacks,Trail Mix,ValuePlus,Value,2.03,2.5,0.23,304,Ambient,0.27,-1.5,All
P00242,SKU000242,ValuePlus Soap,Household,Soap,ValuePlus,Value,6.86,8.75,0.28,14,Refrigerated,0.28,-0.2,All
P00243,SKU000243,UrbanSelect Hot Coffee,Coffee,Hot Coffee,UrbanSelect,Mid,6.17,8.8,0.43,72,Refrigerated,1.0,-0.8,Winter
P00244,SKU000244,QuickChoice Mint,Candy,Mint,QuickChoice,Mid,7.15,9.93,0.39,295,Ambient,0.1,-1.6,All
P00245,SKU000245,UrbanBrew Milk,Dairy,Milk,UrbanBrew,Premium,3.17,5.23,0.65,22,Ambient,0.89,-0.5,All
P00246,SKU000246,UrbanBrew Trail Mix,Snacks,Trail Mix,UrbanBrew,Premium,4.71,7.49,0.59,256,Ambient,0.64,-1.5,All
P00247,SKU000247,NatureGold Nachos,Snacks,Nachos,NatureGold,Premium,4.24,6.23,0.47,154,Ambient,0.81,-1.5,All
P00248,SKU000248,EasyBuy Ice Cream,Frozen,Ice Cream,EasyBuy,Value,3.8,4.45,0.17,185,Refrigerated,0.31,-0.7,Summer
P00249,SKU000249,UrbanSelect Chocolate,Candy,Chocolate,UrbanSelect,Mid,6.25,8.81,0.41,120,Ambient,0.48,-1.6,Winter
P00250,SKU000250,EasyBuy Bars,Candy,Bars,EasyBuy,Value,5.64,7.32,0.3,126,Ambient,0.61,-1.6,All
P00251,SKU000251,QuickChoice Donut,Bakery,Donut,QuickChoice,Mid,3.01,3.92,0.3,115,Ambient,0.63,-1.3,All
P00252,SKU000252,EasyBuy Ice Cream,Frozen,Ice Cream,EasyBuy,Value,7.56,8.99,0.19,304,Ambient,0.44,-0.7,Summer
P00253,SKU000253,ValuePlus Bagel,Bakery,Bagel,ValuePlus,Value,7.53,9.46,0.26,92,Ambient,0.76,-1.3,All
P00254,SKU000254,DailyMart Latte,Coffee,Latte,DailyMart,Mid,0.55,0.72,0.31,176,Ambient,0.22,-0.8,All
P00255,SKU000255,DailyMart Bars,Candy,Bars,DailyMart,Mid,1.02,1.33,0.31,344,Ambient,0.32,-1.6,All
P00256,SKU000256,QuickChoice Shampoo,Personal Care,Shampoo,QuickChoice,Mid,3.72,5.31,0.43,72,Ambient,0.54,-0.3,All
P00257,SKU000257,UrbanBrew Toothpaste,Personal Care,Toothpaste,UrbanBrew,Premium,4.71,7.24,0.54,180,Ambient,0.41,-0.3,All
P00258,SKU000258,UrbanSelect Espresso,Coffee,Espresso,UrbanSelect,Mid,7.12,9.68,0.36,156,Ambient,0.33,-0.8,All
P00259,SKU000259,ValuePlus Tissue,Household,Tissue,ValuePlus,Value,1.59,2.0,0.26,307,Ambient,0.97,-0.2,All
P00260,SKU000260,UrbanBrew Tissue,Household,Tissue,UrbanBrew,Premium,5.9,9.17,0.55,329,Ambient,0.59,-0.2,All
P00261,SKU000261,QuickChoice Toothpaste,Personal Care,Toothpaste,QuickChoice,Mid,4.57,6.48,0.42,179,Ambient,0.17,-0.3,All
P00262,SKU000262,DailyMart Frozen Pizza,Frozen,Frozen Pizza,DailyMart,Mid,1.56,2.18,0.4,59,Ambient,0.52,-0.7,All
P00263,SKU000263,EasyBuy Chips,Snacks,Chips,EasyBuy,Value,4.34,5.52,0.27,140,Frozen,0.81,-1.5,All
P00264,SKU000264,DailyMart Energy Drink,Beverages,Energy Drink,DailyMart,Mid,1.74,2.35,0.35,216,Ambient,0.21,-1.2,All
P00265,SKU000265,EasyBuy Frozen Pizza,Frozen,Frozen Pizza,EasyBuy,Value,7.6,9.38,0.23,286,Refrigerated,0.12,-0.7,All
P00266,SKU000266,DailyMart Soap,Household,Soap,DailyMart,Mid,3.43,4.87,0.42,169,Ambient,0.84,-0.2,All
P00267,SKU000267,EasyBuy Latte,Coffee,Latte,EasyBuy,Value,1.97,2.32,0.18,10,Ambient,0.81,-0.8,All
P00268,SKU000268,UrbanSelect Chocolate,Candy,Chocolate,UrbanSelect,Mid,5.32,7.07,0.33,240,Ambient,0.24,-1.6,Winter
P00269,SKU000269,EasyBuy Gummies,Candy,Gummies,EasyBuy,Value,5.1,6.14,0.2,285,Ambient,0.99,-1.6,All
P00270,SKU000270,DailyMart Energy Drink,Beverages,Energy Drink,DailyMart,Mid,5.99,8.52,0.42,103,Ambient,0.65,-1.2,All
P00271,SKU000271,EasyBuy Ice Cream,Frozen,Ice Cream,EasyBuy,Value,4.29,5.56,0.3,65,Ambient,0.21,-0.7,Summer
P00272,SKU000272,ValuePlus Espresso,Coffee,Espresso,ValuePlus,Value,3.71,4.36,0.17,285,Ambient,0.18,-0.8,All
P00273,SKU000273,ValuePlus Chocolate,Candy,Chocolate,ValuePlus,Value,1.1,1.39,0.26,191,Ambient,0.37,-1.6,Winter
P00274,SKU000274,FreshPeak Frozen Pizza,Frozen,Frozen Pizza,FreshPeak,Premium,4.03,6.67,0.66,215,Ambient,0.84,-0.7,All
P00275,SKU000275,ValuePlus Bagel,Bakery,Bagel,ValuePlus,Value,5.89,7.14,0.21,36,Ambient,0.51,-1.3,All
P00276,SKU000276,QuickChoice Tissue,Household,Tissue,QuickChoice,Mid,6.04,8.58,0.42,352,Frozen,0.67,-0.2,All
P00277,SKU000277,QuickChoice Chocolate,Candy,Chocolate,QuickChoice,Mid,2.86,3.72,0.3,49,Ambient,0.87,-1.6,Winter
P00278,SKU000278,NatureGold Energy Drink,Beverages,Energy Drink,NatureGold,Premium,3.05,5.08,0.67,305,Ambient,0.29,-1.2,All
P00279,SKU000279,QuickChoice Chips,Snacks,Chips,QuickChoice,Mid,6.19,8.89,0.44,41,Refrigerated,0.15,-1.5,All
P00280,SKU000280,EasyBuy Latte,Coffee,Latte,EasyBuy,Value,0.5,0.59,0.18,356,Ambient,0.51,-0.8,All
P00281,SKU000281,UrbanSelect Chocolate,Candy,Chocolate,UrbanSelect,Mid,3.6,5.11,0.42,86,Ambient,0.48,-1.6,Winter
P00282,SKU000282,FreshPeak Ice Cream,Frozen,Ice Cream,FreshPeak,Premium,2.69,4.51,0.68,277,Refrigerated,0.12,-0.7,Summer
P00283,SKU000283,EasyBuy Yogurt,Dairy,Yogurt,EasyBuy,Value,5.21,6.41,0.23,277,Refrigerated,0.2,-0.5,All
P00284,SKU000284,DailyMart Ice Cream,Frozen,Ice Cream,DailyMart,Mid,2.31,3.01,0.3,310,Ambient,0.64,-0.7,Summer
P00285,SKU000285,QuickChoice Chips,Snacks,Chips,QuickChoice,Mid,4.99,6.54,0.31,266,Refrigerated,0.4,-1.5,All
P00286,SKU000286,EasyBuy Ice Cream,Frozen,Ice Cream,EasyBuy,Value,1.09,1.29,0.19,160,Ambient,0.34,-0.7,Summer
P00287,SKU000287,DailyMart Hot Coffee,Coffee,Hot Coffee,DailyMart,Mid,2.39,3.19,0.33,174,Ambient,0.18,-0.8,Winter
P00288,SKU000288,ValuePlus Soap,Household,Soap,ValuePlus,Value,7.09,8.76,0.24,303,Ambient,0.17,-0.2,All
P00289,SKU000289,UrbanSelect Frozen Pizza,Frozen,Frozen Pizza,UrbanSelect,Mid,5.01,7.18,0.43,95,Ambient,0.95,-0.7,All
P00290,SKU000290,EasyBuy Frozen Pizza,Frozen,Frozen Pizza,EasyBuy,Value,2.28,2.8,0.23,30,Ambient,0.81,-0.7,All
P00291,SKU000291,QuickChoice Popcorn,Snacks,Popcorn,QuickChoice,Mid,4.05,5.86,0.45,74,Ambient,0.16,-1.5,All
P00292,SKU000292,QuickChoice Soap,Household,Soap,QuickChoice,Mid,0.84,1.11,0.32,364,Frozen,0.4,-0.2,All
P00293,SKU000293,NatureGold Juice,Beverages,Juice,NatureGold,Premium,3.86,6.05,0.57,179,Ambient,0.1,-1.2,All
P00294,SKU000294,StoreBasics Water,Beverages,Water,StoreBasics,Value,3.04,3.86,0.27,194,Ambient,0.36,-1.2,All
P00295,SKU000295,StoreBasics Tissue,Household,Tissue,StoreBasics,Value,5.13,5.99,0.17,309,Refrigerated,0.62,-0.2,All
P00296,SKU000296,QuickChoice Milk,Dairy,Milk,QuickChoice,Mid,7.95,10.49,0.32,48,Ambient,0.45,-0.5,All
P00297,SKU000297,StoreBasics Trail Mix,Snacks,Trail Mix,StoreBasics,Value,5.86,7.27,0.24,242,Ambient,0.75,-1.5,All
P00298,SKU000298,ValuePlus Bagel,Bakery,Bagel,ValuePlus,Value,0.88,1.05,0.19,217,Ambient,0.88,-1.3,All
P00299,SKU000299,DailyMart Cold Brew,Coffee,Cold Brew,DailyMart,Mid,3.92,5.31,0.36,149,Ambient,0.59,-0.8,Summer
P00300,SKU000300,UrbanSelect Soda,Beverages,Soda,UrbanSelect,Mid,3.16,4.55,0.44,287,Ambient,0.43,-1.2,All
P00301,SKU000301,StoreBasics Latte,Coffee,Latte,StoreBasics,Value,1.66,1.95,0.18,157,Refrigerated,0.58,-0.8,All
P00302,SKU000302,ValuePlus Trail Mix,Snacks,Trail Mix,ValuePlus,Value,0.59,0.72,0.21,237,Ambient,0.62,-1.5,All
P00303,SKU000303,EasyBuy Donut,Bakery,Donut,EasyBuy,Value,3.07,3.87,0.26,296,Refrigerated,0.72,-1.3,All
P00304,SKU000304,UrbanSelect Espresso,Coffee,Espresso,UrbanSelect,Mid,4.57,6.53,0.43,32,Ambient,0.82,-0.8,All
P00305,SKU000305,EasyBuy Nachos,Snacks,Nachos,EasyBuy,Value,6.2,7.22,0.16,77,Ambient,0.43,-1.5,All
P00306,SKU000306,StoreBasics Soap,Household,Soap,StoreBasics,Value,4.44,5.45,0.23,158,Ambient,0.23,-0.2,All
P00307,SKU000307,UrbanSelect Toothpaste,Personal Care,Toothpaste,UrbanSelect,Mid,0.69,0.96,0.4,128,Ambient,0.19,-0.3,All
P00308,SKU000308,QuickChoice Bagel,Bakery,Bagel,QuickChoice,Mid,3.91,5.49,0.4,327,Ambient,0.98,-1.3,All
P00309,SKU000309,UrbanBrew Nachos,Snacks,Nachos,UrbanBrew,Premium,0.79,1.15,0.46,236,Ambient,0.38,-1.5,All
P00310,SKU000310,UrbanBrew Croissant,Bakery,Croissant,UrbanBrew,Premium,1.37,2.31,0.69,359,Ambient,0.5,-1.3,All
P00311,SKU000311,DailyMart Espresso,Coffee,Espresso,DailyMart,Mid,2.66,3.84,0.44,111,Frozen,0.8,-0.8,All
P00312,SKU000312,DailyMart Donut,Bakery,Donut,DailyMart,Mid,4.56,6.45,0.41,345,Ambient,0.37,-1.3,All
P00313,SKU000313,UrbanBrew Popcorn,Snacks,Popcorn,UrbanBrew,Premium,5.58,8.42,0.51,141,Ambient,0.41,-1.5,All
P00314,SKU000314,UrbanSelect Toothpaste,Personal Care,Toothpaste,UrbanSelect,Mid,6.63,8.83,0.33,275,Refrigerated,0.37,-0.3,All
P00315,SKU000315,EasyBuy Ice Cream,Frozen,Ice Cream,EasyBuy,Value,2.01,2.43,0.21,286,Refrigerated,0.74,-0.7,Summer
P00316,SKU000316,NatureGold Ice Cream,Frozen,Ice Cream,NatureGold,Premium,7.32,11.94,0.63,175,Ambient,0.13,-0.7,Summer
P00317,SKU000317,DailyMart Ice Cream,Frozen,Ice Cream,DailyMart,Mid,6.46,8.67,0.34,48,Ambient,0.97,-0.7,Summer
P00318,SKU000318,QuickChoice Nachos,Snacks,Nachos,QuickChoice,Mid,4.92,6.67,0.36,104,Ambient,0.61,-1.5,All
P00319,SKU000319,DailyMart Milk,Dairy,Milk,DailyMart,Mid,3.22,4.54,0.41,221,Ambient,0.84,-0.5,All
P00320,SKU000320,EasyBuy Mint,Candy,Mint,EasyBuy,Value,1.32,1.69,0.28,339,Ambient,0.37,-1.6,All
P00321,SKU000321,UrbanSelect Toothpaste,Personal Care,Toothpaste,UrbanSelect,Mid,3.86,5.31,0.38,191,Frozen,0.12,-0.3,All
P00322,SKU000322,NatureGold Ice Cream,Frozen,Ice Cream,NatureGold,Premium,5.69,8.44,0.48,128,Ambient,0.84,-0.7,Summer
P00323,SKU000323,ValuePlus Soap,Household,Soap,ValuePlus,Value,7.68,8.84,0.15,21,Ambient,1.0,-0.2,All
P00324,SKU000324,NatureGold Toothpaste,Personal Care,Toothpaste,NatureGold,Premium,6.03,10.0,0.66,3,Ambient,0.11,-0.3,All
P00325,SKU000325,StoreBasics Toothpaste,Personal Care,Toothpaste,StoreBasics,Value,6.25,7.98,0.28,196,Ambient,0.46,-0.3,All
P00326,SKU000326,QuickChoice Cold Brew,Coffee,Cold Brew,QuickChoice,Mid,0.68,0.92,0.35,74,Ambient,0.83,-0.8,Summer
P00327,SKU000327,EasyBuy Hot Coffee,Coffee,Hot Coffee,EasyBuy,Value,7.02,8.79,0.25,147,Ambient,0.82,-0.8,Winter
P00328,SKU000328,UrbanBrew Frozen Pizza,Frozen,Frozen Pizza,UrbanBrew,Premium,3.52,5.36,0.52,292,Ambient,0.82,-0.7,All
P00329,SKU000329,QuickChoice Shampoo,Personal Care,Shampoo,QuickChoice,Mid,2.91,3.99,0.37,323,Ambient,0.3,-0.3,All
P00330,SKU000330,DailyMart Muffin,Bakery,Muffin,DailyMart,Mid,6.2,8.23,0.33,185,Ambient,0.5,-1.3,All
P00331,SKU000331,QuickChoice Bars,Candy,Bars,QuickChoice,Mid,2.31,3.25,0.41,55,Refrigerated,0.6,-1.6,All
P00332,SKU000332,ValuePlus Chocolate,Candy,Chocolate,ValuePlus,Value,3.51,4.12,0.17,292,Ambient,0.67,-1.6,Winter
P00333,SKU000333,DailyMart Soap,Household,Soap,DailyMart,Mid,0.5,0.69,0.38,156,Refrigerated,0.63,-0.2,All
P00334,SKU000334,DailyMart Juice,Beverages,Juice,DailyMart,Mid,3.05,4.4,0.44,322,Ambient,0.19,-1.2,All
P00335,SKU000335,UrbanSelect Juice,Beverages,Juice,UrbanSelect,Mid,7.0,9.7,0.39,340,Refrigerated,0.49,-1.2,All
P00336,SKU000336,UrbanSelect Water,Beverages,Water,UrbanSelect,Mid,1.17,1.64,0.4,220,Ambient,0.94,-1.2,All
P00337,SKU000337,UrbanSelect Soap,Household,Soap,UrbanSelect,Mid,1.75,2.46,0.41,15,Ambient,0.35,-0.2,All
P00338,SKU000338,ValuePlus Energy Drink,Beverages,Energy Drink,ValuePlus,Value,2.52,3.08,0.22,213,Ambient,0.14,-1.2,All
P00339,SKU000339,StoreBasics Croissant,Bakery,Croissant,StoreBasics,Value,4.07,4.75,0.17,258,Ambient,0.43,-1.3,All
P00340,SKU000340,FreshPeak Milk,Dairy,Milk,FreshPeak,Premium,6.67,11.09,0.66,18,Ambient,0.88,-0.5,All
P00341,SKU000341,DailyMart Frozen Pizza,Frozen,Frozen Pizza,DailyMart,Mid,6.16,8.04,0.31,218,Frozen,0.21,-0.7,All
P00342,SKU000342,StoreBasics Trail Mix,Snacks,Trail Mix,StoreBasics,Value,5.62,6.86,0.22,67,Refrigerated,0.36,-1.5,All
P00343,SKU000343,UrbanBrew Chips,Snacks,Chips,UrbanBrew,Premium,6.37,10.1,0.59,305,Refrigerated,0.11,-1.5,All
P00344,SKU000344,QuickChoice Croissant,Bakery,Croissant,QuickChoice,Mid,5.82,8.39,0.44,165,Ambient,0.46,-1.3,All
P00345,SKU000345,DailyMart Energy Drink,Beverages,Energy Drink,DailyMart,Mid,3.98,5.75,0.44,190,Ambient,0.79,-1.2,All
P00346,SKU000346,DailyMart Yogurt,Dairy,Yogurt,DailyMart,Mid,4.41,6.38,0.45,285,Ambient,0.17,-0.5,All
P00347,SKU000347,NatureGold Soap,Household,Soap,NatureGold,Premium,0.63,0.96,0.52,35,Refrigerated,0.3,-0.2,All
P00348,SKU000348,UrbanSelect Soap,Household,Soap,UrbanSelect,Mid,5.47,7.56,0.38,230,Refrigerated,0.12,-0.2,All
P00349,SKU000349,DailyMart Toothpaste,Personal Care,Toothpaste,DailyMart,Mid,3.49,4.7,0.35,197,Refrigerated,0.94,-0.3,All
P00350,SKU000350,UrbanSelect Espresso,Coffee,Espresso,UrbanSelect,Mid,5.54,7.69,0.39,106,Frozen,0.81,-0.8,All
P00351,SKU000351,QuickChoice Gummies,Candy,Gummies,QuickChoice,Mid,3.24,4.32,0.33,201,Ambient,0.66,-1.6,All
P00352,SKU000352,EasyBuy Nachos,Snacks,Nachos,EasyBuy,Value,1.73,2.16,0.25,323,Ambient,0.93,-1.5,All
P00353,SKU000353,UrbanSelect Shampoo,Personal Care,Shampoo,UrbanSelect,Mid,0.95,1.33,0.4,284,Ambient,0.11,-0.3,All
P00354,SKU000354,QuickChoice Chocolate,Candy,Chocolate,QuickChoice,Mid,3.62,4.87,0.35,228,Ambient,0.55,-1.6,Winter
P00355,SKU000355,UrbanBrew Croissant,Bakery,Croissant,UrbanBrew,Premium,7.46,12.24,0.64,80,Ambient,0.49,-1.3,All
P00356,SKU000356,StoreBasics Popcorn,Snacks,Popcorn,StoreBasics,Value,0.87,1.11,0.28,242,Frozen,0.57,-1.5,All
P00357,SKU000357,NatureGold Ice Cream,Frozen,Ice Cream,NatureGold,Premium,4.24,6.58,0.55,189,Frozen,0.61,-0.7,Summer
P00358,SKU000358,EasyBuy Donut,Bakery,Donut,EasyBuy,Value,1.05,1.31,0.24,156,Ambient,0.85,-1.3,All
P00359,SKU000359,StoreBasics Hot Coffee,Coffee,Hot Coffee,StoreBasics,Value,7.65,9.91,0.3,10,Ambient,0.53,-0.8,Winter
P00360,SKU000360,UrbanSelect Mint,Candy,Mint,UrbanSelect,Mid,5.5,7.28,0.32,90,Refrigerated,0.87,-1.6,All
P00361,SKU000361,FreshPeak Tissue,Household,Tissue,FreshPeak,Premium,3.33,5.29,0.59,257,Ambient,0.3,-0.2,All
P00362,SKU000362,UrbanSelect Shampoo,Personal Care,Shampoo,UrbanSelect,Mid,2.4,3.21,0.34,351,Ambient,0.7,-0.3,All
P00363,SKU000363,NatureGold Chocolate,Candy,Chocolate,NatureGold,Premium,7.4,12.57,0.7,162,Ambient,0.53,-1.6,Winter
P00364,SKU000364,UrbanBrew Trail Mix,Snacks,Trail Mix,UrbanBrew,Premium,7.39,12.47,0.69,93,Ambient,0.66,-1.5,All
P00365,SKU000365,UrbanSelect Chocolate,Candy,Chocolate,UrbanSelect,Mid,3.62,5.17,0.43,259,Ambient,0.93,-1.6,Winter
P00366,SKU000366,UrbanSelect Mint,Candy,Mint,UrbanSelect,Mid,6.14,8.19,0.33,195,Ambient,0.88,-1.6,All
P00367,SKU000367,UrbanSelect Tissue,Household,Tissue,UrbanSelect,Mid,4.72,6.44,0.36,78,Refrigerated,0.35,-0.2,All
P00368,SKU000368,ValuePlus Milk,Dairy,Milk,ValuePlus,Value,7.19,8.72,0.21,134,Refrigerated,0.9,-0.5,All
P00369,SKU000369,DailyMart Espresso,Coffee,Espresso,DailyMart,Mid,2.72,3.78,0.39,48,Ambient,0.16,-0.8,All
P00370,SKU000370,StoreBasics Gummies,Candy,Gummies,StoreBasics,Value,3.95,4.6,0.16,285,Refrigerated,0.4,-1.6,All
P00371,SKU000371,ValuePlus Hot Coffee,Coffee,Hot Coffee,ValuePlus,Value,6.69,8.21,0.23,183,Ambient,0.48,-0.8,Winter
P00372,SKU000372,UrbanBrew Muffin,Bakery,Muffin,UrbanBrew,Premium,4.49,7.17,0.6,190,Ambient,0.15,-1.3,All
P00373,SKU000373,DailyMart Toothpaste,Personal Care,Toothpaste,DailyMart,Mid,2.78,3.71,0.33,181,Ambient,0.27,-0.3,All
P00374,SKU000374,UrbanSelect Ice Cream,Frozen,Ice Cream,UrbanSelect,Mid,3.62,5.12,0.41,316,Ambient,0.39,-0.7,Summer
P00375,SKU000375,ValuePlus Soap,Household,Soap,ValuePlus,Value,1.44,1.73,0.2,49,Refrigerated,0.99,-0.2,All
P00376,SKU000376,DailyMart Shampoo,Personal Care,Shampoo,DailyMart,Mid,1.62,2.2,0.36,289,Refrigerated,0.12,-0.3,All
P00377,SKU000377,DailyMart Latte,Coffee,Latte,DailyMart,Mid,7.64,9.98,0.31,275,Ambient,0.37,-0.8,All
P00378,SKU000378,ValuePlus Tissue,Household,Tissue,ValuePlus,Value,6.36,7.99,0.26,53,Ambient,0.94,-0.2,All
